timestamp,users_holding
"2018-06-28 15:40:03",4
"2018-06-28 16:40:02",216
"2018-06-28 17:40:03",315
"2018-06-28 18:40:02",377
"2018-06-28 19:40:03",459
"2018-06-28 20:40:03",554
"2018-06-28 21:40:03",567
"2018-06-28 22:40:02",572
"2018-06-28 23:40:03",572
"2018-06-29 00:40:03",572
"2018-06-29 01:40:02",572
"2018-06-29 02:40:02",572
"2018-06-29 03:40:02",572
"2018-06-29 04:40:03",572
"2018-06-29 05:40:02",572
"2018-06-29 06:40:03",572
"2018-06-29 07:40:03",572
"2018-06-29 08:40:03",572
"2018-06-29 09:40:03",572
"2018-06-29 10:40:03",572
"2018-06-29 11:40:03",572
"2018-06-29 12:40:03",572
"2018-06-29 13:40:03",578
"2018-06-29 14:40:04",955
"2018-06-29 15:40:03",1083
"2018-06-29 16:40:03",1158
"2018-06-29 17:40:02",1202
"2018-06-29 18:40:03",1236
"2018-06-29 19:40:02",1281
"2018-06-29 20:40:02",1294
"2018-06-29 21:40:03",1300
"2018-06-29 22:40:03",1302
"2018-06-29 23:40:03",1302
"2018-06-30 00:40:03",1302
"2018-06-30 01:40:02",1302
"2018-06-30 02:40:03",1302
"2018-06-30 03:40:02",1302
"2018-06-30 04:40:03",1302
"2018-06-30 05:40:04",1302
"2018-06-30 06:40:02",1302
"2018-06-30 07:40:02",1302
"2018-06-30 08:40:03",1302
"2018-06-30 09:40:02",1302
"2018-06-30 10:40:03",1302
"2018-06-30 11:40:02",1302
"2018-06-30 12:40:03",1302
"2018-06-30 13:40:04",1302
"2018-06-30 14:40:02",1302
"2018-06-30 15:40:02",1302
"2018-06-30 16:40:07",1302
"2018-06-30 17:40:03",1302
"2018-06-30 18:40:02",1302
"2018-06-30 19:40:03",1302
"2018-06-30 20:40:02",1302
"2018-06-30 21:40:02",1302
"2018-06-30 22:40:02",1302
"2018-06-30 23:40:03",1302
"2018-07-01 00:40:03",1302
"2018-07-01 01:40:03",1302
"2018-07-01 02:40:03",1302
"2018-07-01 03:40:03",1302
"2018-07-01 04:40:02",1302
"2018-07-01 05:40:03",1302
"2018-07-01 06:40:03",1302
"2018-07-01 07:40:02",1302
"2018-07-01 08:40:03",1302
"2018-07-01 09:40:02",1302
"2018-07-01 10:40:03",1302
"2018-07-01 11:40:02",1302
"2018-07-01 12:40:03",1302
"2018-07-01 13:40:03",1302
"2018-07-01 14:40:03",1302
"2018-07-01 15:40:02",1302
"2018-07-01 16:40:02",1302
"2018-07-01 17:40:03",1302
"2018-07-01 18:40:03",1302
"2018-07-01 19:40:02",1302
"2018-07-01 20:40:03",1302
"2018-07-01 21:40:03",1302
"2018-07-01 22:40:02",1302
"2018-07-01 23:40:03",1302
"2018-07-02 00:40:03",1302
"2018-07-02 01:40:04",1302
"2018-07-02 02:40:03",1302
"2018-07-02 03:40:02",1302
"2018-07-02 04:40:02",1302
"2018-07-02 05:40:03",1302
"2018-07-02 06:40:03",1302
"2018-07-02 07:40:03",1302
"2018-07-02 08:40:03",1302
"2018-07-02 09:40:03",1302
"2018-07-02 10:40:03",1302
