timestamp,users_holding
"2018-05-02 04:54:18",1300
"2018-05-02 06:39:30",1300
"2018-05-03 00:36:04",1317
"2018-05-03 06:34:30",1317
"2018-05-03 06:49:30",1317
"2018-05-03 07:07:42",1317
"2018-05-03 07:34:54",1317
"2018-05-03 07:44:11",1317
"2018-05-03 11:20:14",1317
"2018-05-03 12:43:38",1317
"2018-05-03 13:43:38",1317
"2018-05-03 14:43:39",1306
"2018-05-03 15:43:39",1304
"2018-05-03 16:43:39",1302
"2018-05-03 17:43:39",1304
"2018-05-03 18:43:38",1304
"2018-05-03 19:43:39",1304
"2018-05-03 20:43:39",1300
"2018-05-03 21:43:38",1300
"2018-05-03 22:43:39",1300
"2018-05-03 23:43:38",1300
"2018-05-04 00:43:38",1300
"2018-05-04 01:43:39",1300
"2018-05-04 02:43:40",1300
"2018-05-04 03:43:38",1300
"2018-05-04 04:43:39",1300
"2018-05-04 05:43:38",1300
"2018-05-04 06:43:38",1300
"2018-05-04 07:43:38",1300
"2018-05-04 08:43:40",1300
"2018-05-04 09:43:39",1300
"2018-05-04 10:43:39",1300
"2018-05-04 11:43:39",1300
"2018-05-04 12:43:38",1300
"2018-05-04 20:48:22",1295
"2018-05-04 20:54:22",1295
"2018-05-04 21:00:22",1295
"2018-05-04 21:06:22",1294
"2018-05-04 21:12:21",1294
"2018-05-04 21:18:21",1294
"2018-05-04 21:24:20",1294
"2018-05-04 21:30:20",1294
"2018-05-04 21:43:37",1294
"2018-05-04 22:43:39",1294
"2018-05-04 23:43:39",1294
"2018-05-05 00:43:38",1294
"2018-05-05 01:43:39",1294
"2018-05-05 02:43:38",1294
"2018-05-05 03:43:39",1294
"2018-05-05 04:43:39",1294
"2018-05-05 05:43:38",1294
"2018-05-05 06:43:39",1294
"2018-05-05 07:43:39",1294
"2018-05-05 08:43:39",1294
"2018-05-05 09:43:38",1294
"2018-05-05 10:43:39",1294
"2018-05-05 11:43:38",1294
"2018-05-05 12:43:39",1294
"2018-05-05 13:43:40",1294
"2018-05-05 14:43:39",1294
"2018-05-05 15:43:40",1294
"2018-05-05 16:43:39",1294
"2018-05-05 17:43:39",1294
"2018-05-05 18:43:38",1294
"2018-05-05 19:43:38",1294
"2018-05-05 20:43:39",1294
"2018-05-05 21:43:38",1294
"2018-05-05 22:43:39",1294
"2018-05-05 23:43:38",1294
"2018-05-06 00:43:38",1294
"2018-05-06 01:43:38",1294
"2018-05-06 02:43:39",1294
"2018-05-06 03:43:38",1294
"2018-05-06 04:43:38",1294
"2018-05-06 05:43:39",1294
"2018-05-06 06:43:38",1294
"2018-05-06 07:43:43",1294
"2018-05-06 08:43:37",1294
"2018-05-06 09:43:38",1294
"2018-05-06 10:43:37",1294
"2018-05-06 11:43:39",1294
"2018-05-06 12:43:38",1294
"2018-05-06 13:43:39",1294
"2018-05-06 14:43:38",1294
"2018-05-06 15:43:39",1294
"2018-05-06 16:43:39",1294
"2018-05-06 17:43:38",1294
"2018-05-06 18:43:39",1294
"2018-05-06 19:43:39",1294
"2018-05-06 20:43:40",1294
"2018-05-06 21:43:39",1294
"2018-05-06 22:43:38",1294
"2018-05-06 23:43:39",1294
"2018-05-07 00:43:38",1294
"2018-05-07 01:43:38",1294
"2018-05-07 01:57:14",1294
"2018-05-07 02:43:39",1294
"2018-05-07 03:43:39",1294
"2018-05-07 04:43:38",1294
"2018-05-07 05:43:39",1294
"2018-05-07 06:43:38",1294
"2018-05-07 07:43:38",1294
"2018-05-07 08:43:40",1294
"2018-05-07 09:43:38",1294
"2018-05-07 10:43:38",1294
"2018-05-07 11:43:38",1294
"2018-05-07 12:43:38",1294
"2018-05-07 13:43:48",1294
"2018-05-07 14:43:38",1302
"2018-05-07 15:43:39",1298
"2018-05-07 16:43:42",1293
"2018-05-07 22:43:38",1292
"2018-05-07 23:43:38",1292
"2018-05-08 00:43:40",1292
"2018-05-08 01:43:42",1292
"2018-05-08 02:43:38",1292
"2018-05-08 03:43:38",1292
"2018-05-08 04:43:39",1292
"2018-05-08 05:43:37",1292
"2018-05-08 06:43:38",1292
"2018-05-08 07:43:38",1292
"2018-05-08 08:43:38",1292
"2018-05-08 09:43:37",1292
"2018-05-08 10:43:37",1292
"2018-05-08 11:43:37",1292
"2018-05-08 12:43:37",1292
"2018-05-08 13:43:38",1292
"2018-05-08 14:43:39",1294
"2018-05-08 15:43:38",1298
"2018-05-08 16:43:39",1301
"2018-05-08 17:43:39",1300
"2018-05-08 18:43:40",1298
"2018-05-08 19:43:39",1297
"2018-05-08 20:43:38",1296
"2018-05-08 21:43:38",1296
"2018-05-08 22:43:38",1296
"2018-05-08 23:43:43",1296
"2018-05-09 00:43:38",1296
"2018-05-09 01:43:38",1296
"2018-05-09 02:43:38",1296
"2018-05-09 03:43:37",1296
"2018-05-09 04:43:38",1296
"2018-05-09 05:43:39",1296
"2018-05-09 06:43:38",1296
"2018-05-09 07:43:38",1296
"2018-05-09 08:43:38",1296
"2018-05-09 09:43:37",1296
"2018-05-09 10:43:37",1296
"2018-05-09 11:43:38",1296
