timestamp,users_holding
"2018-05-02 04:54:05",105088
"2018-05-02 06:39:17",105088
"2018-05-03 00:35:48",104394
"2018-05-03 06:34:16",104394
"2018-05-03 06:49:16",104394
"2018-05-03 07:07:27",104394
"2018-05-03 07:34:40",104394
"2018-05-03 07:43:57",104394
"2018-05-03 11:20:02",104396
"2018-05-03 12:43:26",104396
"2018-05-03 13:43:26",104397
"2018-05-03 14:43:26",104332
"2018-05-03 15:43:27",104243
"2018-05-03 16:43:27",104343
"2018-05-03 17:43:27",104366
"2018-05-03 18:43:26",104346
"2018-05-03 19:43:26",104335
"2018-05-03 20:43:26",104354
"2018-05-03 21:43:26",104353
"2018-05-03 22:43:27",104351
"2018-05-03 23:43:25",104351
"2018-05-04 00:43:25",104351
"2018-05-04 01:43:26",104351
"2018-05-04 02:43:27",104351
"2018-05-04 03:43:26",104351
"2018-05-04 04:43:26",104351
"2018-05-04 05:43:26",104351
"2018-05-04 06:43:26",104351
"2018-05-04 07:43:26",104351
"2018-05-04 08:43:27",104351
"2018-05-04 09:43:26",104356
"2018-05-04 10:43:26",104356
"2018-05-04 11:43:26",104356
"2018-05-04 12:43:25",104356
"2018-05-04 20:48:10",103915
"2018-05-04 20:54:10",103915
"2018-05-04 21:00:09",103915
"2018-05-04 21:06:09",103903
"2018-05-04 21:12:09",103903
"2018-05-04 21:18:09",103903
"2018-05-04 21:24:09",103903
"2018-05-04 21:30:08",103903
"2018-05-04 21:43:26",103903
"2018-05-04 22:43:27",103891
"2018-05-04 23:43:27",103891
"2018-05-05 00:43:26",103891
"2018-05-05 01:43:27",103891
"2018-05-05 02:43:27",103891
"2018-05-05 03:43:27",103891
"2018-05-05 04:43:27",103891
"2018-05-05 05:43:26",103891
"2018-05-05 06:43:28",103891
"2018-05-05 07:43:28",103891
"2018-05-05 08:43:27",103891
"2018-05-05 09:43:26",103891
"2018-05-05 10:43:28",103891
"2018-05-05 11:43:27",103891
"2018-05-05 12:43:27",103891
"2018-05-05 13:43:28",103891
"2018-05-05 14:43:27",103891
"2018-05-05 15:43:28",103891
"2018-05-05 16:43:28",103894
"2018-05-05 17:43:28",103894
"2018-05-05 18:43:27",103894
"2018-05-05 19:43:27",103894
"2018-05-05 20:43:27",103894
"2018-05-05 21:43:26",103894
"2018-05-05 22:43:27",103894
"2018-05-05 23:43:26",103894
"2018-05-06 00:43:26",103894
"2018-05-06 01:43:27",103894
"2018-05-06 02:43:27",103894
"2018-05-06 03:43:27",103894
"2018-05-06 04:43:27",103894
"2018-05-06 05:43:27",103894
"2018-05-06 06:43:27",103894
"2018-05-06 07:43:31",103894
"2018-05-06 08:43:26",103894
"2018-05-06 09:43:26",103894
"2018-05-06 10:43:26",103894
"2018-05-06 11:43:27",103894
"2018-05-06 12:43:26",103894
"2018-05-06 13:43:27",103894
"2018-05-06 14:43:27",103894
"2018-05-06 15:43:27",103894
"2018-05-06 16:43:27",103894
"2018-05-06 17:43:27",103894
"2018-05-06 18:43:28",103894
"2018-05-06 19:43:27",103894
"2018-05-06 20:43:28",103894
"2018-05-06 21:43:27",103894
"2018-05-06 22:43:27",103894
"2018-05-06 23:43:27",103894
"2018-05-07 00:43:26",103894
"2018-05-07 01:43:27",103894
"2018-05-07 01:57:03",103894
"2018-05-07 02:43:28",103894
"2018-05-07 03:43:27",103894
"2018-05-07 04:43:27",103894
"2018-05-07 05:43:27",103894
"2018-05-07 06:43:26",103894
"2018-05-07 07:43:27",103894
"2018-05-07 08:43:29",103894
"2018-05-07 09:43:26",103892
"2018-05-07 10:43:27",103892
"2018-05-07 11:43:26",103892
"2018-05-07 12:43:26",103892
"2018-05-07 13:43:36",103892
"2018-05-07 14:43:26",103837
"2018-05-07 15:43:27",103771
"2018-05-07 16:43:31",103734
"2018-05-07 22:43:26",104020
"2018-05-07 23:43:26",104020
"2018-05-08 00:43:28",104020
"2018-05-08 01:43:31",104020
"2018-05-08 02:43:26",104020
"2018-05-08 03:43:26",104020
"2018-05-08 04:43:27",104020
"2018-05-08 05:43:26",104020
"2018-05-08 06:43:27",104020
"2018-05-08 07:43:27",104020
"2018-05-08 08:43:26",104020
"2018-05-08 09:43:26",104023
"2018-05-08 10:43:26",104022
"2018-05-08 11:43:25",104022
"2018-05-08 12:43:25",104022
"2018-05-08 13:43:27",104022
"2018-05-08 14:43:27",104124
"2018-05-08 15:43:26",104217
"2018-05-08 16:43:26",104239
"2018-05-08 17:43:26",104249
"2018-05-08 18:43:27",104237
"2018-05-08 19:43:26",104192
"2018-05-08 20:43:26",104176
"2018-05-08 21:43:25",104177
"2018-05-08 22:43:26",104177
"2018-05-08 23:43:31",104177
"2018-05-09 00:43:27",104177
"2018-05-09 01:43:26",104177
"2018-05-09 02:43:26",104177
"2018-05-09 03:43:26",104177
"2018-05-09 04:43:27",104177
