timestamp,users_holding
"2020-04-15 13:09:11",813
"2020-04-15 13:40:10",813
"2020-04-15 14:40:06",779
"2020-04-15 15:40:07",767
"2020-04-15 16:40:08",760
"2020-04-15 17:40:07",758
"2020-04-15 18:40:08",756
"2020-04-15 19:40:07",756
"2020-04-15 20:40:08",755
"2020-04-15 21:40:07",756
"2020-04-15 22:40:08",756
"2020-04-15 23:40:08",756
"2020-04-16 00:40:07",756
"2020-04-16 01:40:08",756
"2020-04-16 02:40:08",756
"2020-04-16 03:40:08",756
"2020-04-16 04:40:10",756
"2020-04-16 05:40:08",756
"2020-04-16 06:40:08",756
"2020-04-16 07:40:08",756
"2020-04-16 08:40:08",756
"2020-04-16 09:40:07",756
"2020-04-16 10:40:07",756
"2020-04-16 11:40:07",756
"2020-04-16 12:40:07",756
"2020-04-16 13:40:09",756
"2020-04-16 14:40:07",758
"2020-04-16 15:40:08",750
"2020-04-16 16:40:08",743
"2020-04-16 17:40:08",742
"2020-04-16 18:40:07",740
"2020-04-16 19:40:07",739
"2020-04-16 20:40:08",736
"2020-04-16 21:40:08",736
"2020-04-16 22:40:08",735
"2020-04-16 23:40:08",735
"2020-04-17 00:40:10",735
"2020-04-17 01:40:07",735
"2020-04-17 02:40:08",735
"2020-04-17 03:40:07",735
"2020-04-17 04:40:06",735
"2020-04-17 05:40:07",735
"2020-04-17 06:40:09",735
"2020-04-17 07:40:09",735
"2020-04-17 08:40:08",735
"2020-04-17 09:40:08",735
"2020-04-17 10:40:06",735
"2020-04-17 11:40:07",735
"2020-04-17 13:06:11",735
"2020-04-17 13:40:07",735
"2020-04-17 14:40:07",746
"2020-04-17 15:40:06",747
"2020-04-17 16:40:07",750
"2020-04-17 17:40:08",755
"2020-04-17 18:40:07",759
"2020-04-17 19:40:07",756
"2020-04-17 20:40:07",760
"2020-04-17 21:40:07",763
"2020-04-17 22:40:07",764
"2020-04-17 23:40:08",764
"2020-04-18 00:40:07",764
"2020-04-18 01:40:06",764
"2020-04-18 02:40:07",764
"2020-04-18 03:40:07",764
"2020-04-18 04:40:07",764
"2020-04-18 05:40:07",764
"2020-04-18 06:40:08",764
"2020-04-18 07:40:07",764
"2020-04-18 08:40:07",764
"2020-04-18 09:40:06",764
"2020-04-18 10:40:07",765
"2020-04-18 11:40:06",765
"2020-04-18 12:40:06",765
"2020-04-18 13:40:08",765
"2020-04-18 14:40:06",765
"2020-04-18 15:40:07",765
"2020-04-18 16:40:07",765
"2020-04-18 17:40:07",765
"2020-04-18 18:40:07",765
"2020-04-18 19:40:06",765
"2020-04-18 20:40:06",765
"2020-04-18 21:40:07",765
"2020-04-18 22:40:07",765
"2020-04-18 23:40:08",765
"2020-04-19 00:40:07",765
"2020-04-19 01:40:08",765
"2020-04-19 02:40:08",765
"2020-04-19 03:40:08",765
"2020-04-19 04:40:09",765
"2020-04-19 05:40:07",765
"2020-04-19 06:40:06",765
"2020-04-19 07:40:10",765
"2020-04-19 08:40:07",765
"2020-04-19 09:40:07",765
"2020-04-19 10:40:07",765
"2020-04-19 11:40:06",765
"2020-04-19 12:40:06",765
"2020-04-19 13:40:09",765
"2020-04-19 14:40:07",765
"2020-04-19 15:40:07",765
"2020-04-19 16:40:08",765
"2020-04-19 17:40:08",765
"2020-04-19 18:40:07",765
"2020-04-19 19:40:07",765
"2020-04-19 20:40:07",765
"2020-04-19 21:40:08",765
"2020-04-19 22:40:08",765
"2020-04-19 23:40:08",765
"2020-04-20 00:40:07",765
"2020-04-20 01:40:08",765
"2020-04-20 02:40:07",765
"2020-04-20 03:40:09",765
"2020-04-20 04:40:08",765
"2020-04-20 05:40:14",765
